Date,BAC,BP,EBAY,GM,HMC,HP,PYPL,RYAAY,SHEL,X
27/11/2024,47.50574112,29.12999916,64.03999329,55.37525558,25.62999916,34.86000061,86.56999969,43.86000061,64.91000366,40.45000076
29/11/2024,47.24717712,29.30999947,63.29000092,55.46505356,25.89999962,34.63000107,86.76999664,44.04000092,64.73999786,40.77000046
02/12/2024,46.77978134,28.98999977,63.16999817,54.91629028,26.05999947,35.18000031,86.52999878,44.22000122,64.33999634,40.95000076
03/12/2024,46.56099701,29.45000076,62.93999863,53.53939056,26.32999992,35.25,85.13999939,44.52999878,65.27999878,37.66999817
04/12/2024,46.11348343,29.12999916,63.31999969,53.24006653,25.78000069,35.06999969,89.33000183,44.40999985,64.20999908,38.38999939
05/12/2024,46.74000168,29.13999939,63.61999893,53.26999664,25.70000076,34.79000092,89.04499817,46.86000061,64.34999847,38.84999847
06/12/2024,46.75,28.70000076,63.61999893,53.40999985,26.04000092,33.24000168,89.87999725,46.65000153,63.25,38.45000076
09/12/2024,45.90999985,30.09000015,65.13999939,52.70999908,26.12000084,34.06000137,90,45.90999985,64.69999695,39.04000092
10/12/2024,45.75,30.10000038,63.22999954,52.74000168,26.04000092,33.88999939,88.76000214,46.27000046,64.37999725,35.25999832
11/12/2024,46.08000183,30.32999992,63.16999817,52.04000092,26.04999924,34.45000076,90.75,46,64.52999878,34.93000031
12/12/2024,46.08000183,30.14999962,63.90000153,52.29999924,25.55999947,33.83000183,89.40000153,45.56999969,64,34.02000046
13/12/2024,45.66999817,29.97999954,63.84000015,52.52999878,25.45999908,33.59000015,91.01999664,45.45000076,63.54000092,33.25999832
16/12/2024,45.47000122,28.95000076,63.63999939,52.24000168,25.02000046,32.97999954,91.30000305,44.72999954,62.15000153,32.74000168
17/12/2024,45.04999924,29.07999992,64.23000336,51.15000153,25.26000023,32.63999939,90.86000061,45.43000031,61.88000107,31.94000053
18/12/2024,43.5,28.54000092,64.11000061,49.99000168,24.04000092,30.61000061,85.44999695,44.11999893,60.63000107,30.97999954
19/12/2024,43.38000107,28.40999985,63.95000076,50.34000015,23.70000076,30.29999924,86.77999878,44.49000168,60.77999878,31.71999931
20/12/2024,44.16999817,28.60000038,65.01000214,51.81000137,23.88999939,30.45000076,87.12999725,44.70000076,60.63999939,30.13999939
23/12/2024,43.88999939,28.75,63.63000107,52.56000137,26.93000031,30.5,86.90000153,44.06000137,61.15999985,31.37000084
24/12/2024,44.38000107,28.79000092,63.77999878,53.50999832,27.25,30.71999931,88.25,44.25,61.43999863,31.96999931
26/12/2024,44.54999924,28.85000038,63.81000137,54.18000031,28.37000084,30.88999939,88.13999939,43.91999817,61.36000061,31
27/12/2024,44.34000015,28.95999908,62.81000137,54.27999878,28.76000023,30.76000023,86.86000061,44.06999969,61.68999863,31.13999939
30/12/2024,43.90999985,29.09000015,62.06000137,53.65999985,28.5,31.39999962,85.43000031,43.93999863,61.77999878,31.03000069
31/12/2024,43.95000076,29.55999947,61.95000076,53.27000046,28.54999924,32.02000046,85.34999847,43.59000015,62.65000153,33.99000168
02/01/2025,44.29000092,29.93000031,62.27000046,51.36999893,28.43000031,33.11999893,86.18000031,42.90999985,63.09999847,32.59999847
03/01/2025,44.81000137,30.46999931,61.61000061,51.77000046,28.64999962,33.13000107,87.59999847,42.75,64.51999664,30.46999931
06/01/2025,45.40000153,31.02000046,62.93999863,53.52999878,29.78000069,33.06000137,89.52999878,43.13999939,64.75,32.95000076
07/01/2025,46.08000183,31.82999992,63.16999817,51.97999954,30.30999947,33.45999908,87.97000122,44.99000168,65.93000031,33.29999924
08/01/2025,46.20999908,31.12000084,69.40000153,51,29.97999954,32.79000092,87.94000244,44.5,64.72000122,32.77999878
10/01/2025,45.11000061,31.29000092,65.90000153,49.84999847,28.64999962,34.25999832,83.36000061,42.95999908,64.94000244,34.24000168
13/01/2025,45.06000137,31.21999931,65.72000122,49.93000031,28.62000084,35.25,83.98999786,41.88000107,64.95999908,36.34000015
14/01/2025,45.77999878,31.09000015,64.41000366,50.93999863,28.30999947,35.43999863,87.18000031,42.63999939,65.91000366,36.49000168
15/01/2025,47.09999847,31.29999924,65.11000061,51.70000076,28.17000008,36.68000031,89.63999939,42.27999878,66.36000061,36.50999832
16/01/2025,46.63999939,31.78000069,65.05999756,51.84000015,27.96999931,36.70000076,88.91999817,41.54000092,66.44999695,35.79999924
17/01/2025,46.52999878,31.69000053,66.19000244,50.97000122,28.23999977,36.38000107,91.80999756,41.65000153,66.72000122,36.04000092
21/01/2025,46.65999985,31.52000046,64.62999725,53.88999939,28.70000076,36.38000107,89.76999664,43.81999969,66.76999664,36.58000183
22/01/2025,45.79000092,31.12999916,63.88000107,52.75999832,28.45000076,35.68000031,89.84999847,44.18999863,65.94999695,36.47000122
23/01/2025,46.38999939,31.48999977,64.75,54.22000122,28.60000038,35.31000137,89.73000336,45.52999878,66.66000366,37.09000015
24/01/2025,46.52000046,31.45000076,64.80999756,53.90999985,28.65999985,34.72000122,89.11000061,46.13999939,65.38999939,37.40999985
27/01/2025,47.09000015,31.45000076,66.83999634,54.91999817,28.80999947,33.88999939,90.23999786,46.22000122,65.13999939,36.81999969
28/01/2025,46.84000015,31.15999985,67.19000244,50.04000092,28.71999931,32.91999817,88.19000244,47.41999817,64.58000183,36.33000183
29/01/2025,46.75,31.12999916,66,49.77999878,28.31999969,32.75,88.76000214,46.79000092,64.77999878,36.54000092
30/01/2025,46.72000122,31.61000061,67.51999664,49.5,28.67000008,31.81999969,89.56999969,48.18000031,66.65000153,36.52999878
31/01/2025,46.29999924,31.05999947,67.48000336,49.45999908,28.34000015,31.59000015,88.58000183,46.68999863,65.84999847,36.84999847
03/02/2025,46.20999908,30.87000084,67.18000031,47.90000153,26.89999962,31.20000076,89.51000214,46.34999847,65.16999817,36.43999863
