Date,BAC,BP,EBAY,GM,HMC,HP,PYPL,RYAAY,SHEL,X
17/10/2024,42.36433792,30.82367897,65.08559418,49.26901245,30.97999954,34.59261322,79.81999969,44.75,66.63578796,37.75498581
18/10/2024,42.08588791,30.83352089,64.67730713,49.06946182,30.95999908,34.55290985,80.94000244,45.43000031,66.33892822,37.77496338
21/10/2024,41.52898407,30.97130013,63.89063263,48.82002258,30.5,34.63231659,80.55999756,45.09999847,66.34882355,38.87365341
22/10/2024,42.06599808,31.07955742,63.05415344,53.60923386,30.44000053,34.30475616,80.91000366,45.61000061,66.30924225,38.87365341
23/10/2024,42.10577774,30.81383705,63.40268326,52.80105209,30.40999985,33.48088455,80.83000183,45.20999908,65.83425903,39.46295166
24/10/2024,42.41406631,30.80399513,63.32302094,52.60150528,30.29000092,33.7389679,81.38999939,44.59000015,65.71552277,39.45296478
25/10/2024,41.65826797,31.02050972,62.83507919,51.95296478,30.22999954,34.23527527,81.69999695,45.06000137,66.15091705,38.74380875
28/10/2024,42.38422775,30.5579567,62.72554398,52.61148071,31,33.46103287,83.58999634,45.43000031,65.34938812,38.3842392
29/10/2024,42.29472733,28.89473915,62.50646591,51.42415619,31.05999947,33.06398773,80.27999878,44.61999893,64.59733582,39.41300964
30/10/2024,42.07594681,28.56012726,62.36705399,51.85319138,30.79999924,33.66947937,78.22000122,44.88000107,64.89419556,39.48292542
31/10/2024,41.58865356,28.89473915,57.26854706,50.64590836,30.30999947,33.35184479,79.30000305,44.25999832,66.84359741,38.80373764
01/11/2024,41.52898407,28.76679802,57.86602783,50.84545898,30.29000092,32.68679428,77.25,45.54000092,66.78421783,38.58399963
04/11/2024,41.10136795,29.25887489,59.97712708,51.68357086,30.27000046,33.47095871,78.12999725,44.06000137,67.03160858,38.21443939
05/11/2024,41.64832306,29.48522949,61.25175095,53.57930374,30.29999924,34.44372177,79.25,46.29000092,67.5065918,39.03346634
06/11/2024,45.1587944,29.68206024,60.82356262,54.92626572,27.87000084,36.47858047,81.41000366,45.88000107,67.63523102,42.25962067
07/11/2024,44.52233887,29.81000137,61.75961304,55.26550293,27.73999977,35.86315918,81.34999847,47.29999924,67.89250946,41.94000244
08/11/2024,44.88034439,28.93000031,61.63015747,55.45507813,26.79999924,35.85323334,83.01000214,45.68000031,66.35871887,41.25
11/11/2024,45.82509232,28.92000008,62.16789246,57.53040314,26.96999931,36.53813934,86.94000244,46.34999847,66.1410141,40.25
12/11/2024,45.60630798,28.15999985,61.24179459,57.2809639,26.59000015,35.82345581,86.40000153,45.47000122,64.88430023,40.02999878
13/11/2024,45.61624908,28.56999969,61.63015747,57.58028793,25.86000061,35.93264389,87.30999756,44.58000183,64.79524231,37.81000137
14/11/2024,45.64608765,29.04999924,62.03843689,57.49048996,25.78000069,33.68933487,85.79000092,45.08000183,65.10199738,36.38000107
15/11/2024,46.4913826,28.97999954,61.17209244,56.91179657,25.81999969,33.59999847,85.83000183,44.86999893,65.47000122,35.83000183
18/11/2024,46.46155167,29.42000008,61.1521759,56.12356949,26.52000046,33.63999939,84.66999817,44.75,66.31999969,38.00999832
19/11/2024,46.15326309,29.09000015,60.84347534,54.98613358,26.71999931,33.40000153,84.08999634,45.02000046,65.80999756,38.88999939
20/11/2024,45.80520248,29.07999992,60.56465149,54.74666977,26.18000031,33.72999954,84.73999786,43.93999863,65.43000031,38.38000107
21/11/2024,46.20298767,29.52000046,61.1521759,55.55485153,26.22999954,34.43000031,84.81999969,42.88000107,66.26999664,40.50999832
22/11/2024,46.74000168,29.71999931,62.97449112,58.39844513,26.65999985,36.06000137,86.76999664,42.97999954,66.02999878,39.02999878
25/11/2024,47.23723602,29.31999969,64.7171402,60.06469345,26.67000008,35.27000046,87.76999664,43.79000092,65.05000305,38.58000183
26/11/2024,47.48585129,28.95999908,64.81671906,54.66685486,25.87000084,34.40000153,86.94000244,43.31999969,64.79000092,39.63000107
